"NewQuestion","MC",""
"ID","2MeanCIMC1-1",""
"Title","2MeanCIMC1-1",""
"QuestionText","NASA compares the ages of stars in two distinct clusters. A sample from the first cluster has an average age of 3.02 billion years with a standard deviation of 0.87 billion years. A sample from the second cluster has an average age of 5.12 billion years with a standard deviation of 2.45 billion years. NASA samples 192 stars from the first cluster, and 149 stars from the second cluster. What is the 95% CI for the difference between mean ages of the first cluster vs. the second cluster?",""
"Points","4",""
"Difficulty","1",""
"Option","100","(-2.51, -1.69)"
"Option","0","(-5.13, -0.01)"
"Option","0","(-0.62, -0.18)"
"Option","0","(-5.34, -3.34)"
"Option","0","(-0.82, 1.09)"
"Hint","Is this a 1 or 2 sample mean CI? Are the groups independent or not? Pick the closest answer.",""
"Feedback","Did you use xbar1 - xbar2 +/- 1.96*sqrt((s1)^2/(n1) + (s2)^2/(n2))?",""
"NewQuestion","MC",""
"ID","2MeanCIMC1-2",""
"Title","2MeanCIMC1-2",""
"QuestionText","NASA compares the ages of stars in two distinct clusters. A sample from the first cluster has an average age of 2.11 billion years with a standard deviation of 0.5 billion years. A sample from the second cluster has an average age of 1.39 billion years with a standard deviation of 0.62 billion years. NASA samples 197 stars from the first cluster, and 121 stars from the second cluster. What is the 95% CI for the difference between mean ages of the first cluster vs. the second cluster?",""
"Points","4",""
"Difficulty","1",""
"Option","0","(-1.46, 2.81)"
"Option","100","(0.59, 0.85)"
"Option","0","(-0.37, -0.32)"
"Option","0","(1.76, 1.78)"
"Option","0","(1.15, 1.96)"
"Hint","Is this a 1 or 2 sample mean CI? Are the groups independent or not? Pick the closest answer.",""
"Feedback","Did you use xbar1 - xbar2 +/- 1.96*sqrt((s1)^2/(n1) + (s2)^2/(n2))?",""
"NewQuestion","MC",""
"ID","2MeanCIMC1-3",""
"Title","2MeanCIMC1-3",""
"QuestionText","NASA compares the ages of stars in two distinct clusters. A sample from the first cluster has an average age of 4.86 billion years with a standard deviation of 1.21 billion years. A sample from the second cluster has an average age of 5.81 billion years with a standard deviation of 2.89 billion years. NASA samples 178 stars from the first cluster, and 163 stars from the second cluster. What is the 95% CI for the difference between mean ages of the first cluster vs. the second cluster?",""
"Points","4",""
"Difficulty","1",""
"Option","0","(-3.88, -3.48)"
"Option","0","(0.77, 1.11)"
"Option","100","(-1.43, -0.47)"
"Option","0","(1.16, 2.55)"
"Option","0","(-3.9, 0.53)"
"Hint","Is this a 1 or 2 sample mean CI? Are the groups independent or not? Pick the closest answer.",""
"Feedback","Did you use xbar1 - xbar2 +/- 1.96*sqrt((s1)^2/(n1) + (s2)^2/(n2))?",""
"NewQuestion","MC",""
"ID","2MeanCIMC1-4",""
"Title","2MeanCIMC1-4",""
"QuestionText","NASA compares the ages of stars in two distinct clusters. A sample from the first cluster has an average age of 4.98 billion years with a standard deviation of 2.97 billion years. A sample from the second cluster has an average age of 2.47 billion years with a standard deviation of 1.06 billion years. NASA samples 142 stars from the first cluster, and 106 stars from the second cluster. What is the 95% CI for the difference between mean ages of the first cluster vs. the second cluster?",""
"Points","4",""
"Difficulty","1",""
"Option","0","(4.04, 5.63)"
"Option","0","(5.33, 5.9)"
"Option","0","(4.44, 4.75)"
"Option","0","(-0.71, 3.52)"
"Option","100","(1.98, 3.04)"
"Hint","Is this a 1 or 2 sample mean CI? Are the groups independent or not? Pick the closest answer.",""
