"NewQuestion","MC",""
"ID","2PropTestMC5-1",""
"Title","2PropTestMC5-1",""
"QuestionText","You want to see whether you or your friend is the better cook, so you ask your mutual friends to repeatedly sample both of your meals and decide whether they are 'great' or 'not great'. You cook 68 great meals. Your friend cooks 50 great meals. You cooked a total of 87 meals, and your friend cooked a total of 129 meals. What is the Z test statistic for a hypothesis test on the difference between proportions of great meals (yours - your friend's)?",""
"Points","4",""
"Difficulty","1",""
"Option","100","6.39"
"Option","0","-6.6"
"Option","0","-6.5"
"Option","0","-4.14"
"Option","0","-4.06"
"Hint","You need to calculate the Z test statistic. Don't take the absolute value. Pick the closest answer.",""
"Feedback","Did you use (phat1 - phat2)/SE?",""
"NewQuestion","MC",""
"ID","2PropTestMC5-2",""
"Title","2PropTestMC5-2",""
"QuestionText","You want to see whether you or your friend is the better cook, so you ask your mutual friends to repeatedly sample both of your meals and decide whether they are 'great' or 'not great'. You cook 73 great meals. Your friend cooks 64 great meals. You cooked a total of 107 meals, and your friend cooked a total of 89 meals. What is the Z test statistic for a hypothesis test on the difference between proportions of great meals (yours - your friend's)?",""
"Points","4",""
"Difficulty","1",""
"Option","0","-1.79"
"Option","0","-1.09"
"Option","100","-0.56"
"Option","0","-2.12"
"Option","0","-1.9"
"Hint","You need to calculate the Z test statistic. Don't take the absolute value. Pick the closest answer.",""
"Feedback","Did you use (phat1 - phat2)/SE?",""
"NewQuestion","MC",""
"ID","2PropTestMC5-3",""
"Title","2PropTestMC5-3",""
"QuestionText","You want to see whether you or your friend is the better cook, so you ask your mutual friends to repeatedly sample both of your meals and decide whether they are 'great' or 'not great'. You cook 71 great meals. Your friend cooks 50 great meals. You cooked a total of 93 meals, and your friend cooked a total of 142 meals. What is the Z test statistic for a hypothesis test on the difference between proportions of great meals (yours - your friend's)?",""
"Points","4",""
"Difficulty","1",""
"Option","0","7.76"
"Option","0","-3.13"
"Option","0","0.89"
"Option","0","4.52"
"Option","100","6.91"
"Hint","You need to calculate the Z test statistic. Don't take the absolute value. Pick the closest answer.",""
"Feedback","Did you use (phat1 - phat2)/SE?",""
"NewQuestion","MC",""
"ID","2PropTestMC5-4",""
"Title","2PropTestMC5-4",""
"QuestionText","You want to see whether you or your friend is the better cook, so you ask your mutual friends to repeatedly sample both of your meals and decide whether they are 'great' or 'not great'. You cook 70 great meals. Your friend cooks 60 great meals. You cooked a total of 137 meals, and your friend cooked a total of 121 meals. What is the Z test statistic for a hypothesis test on the difference between proportions of great meals (yours - your friend's)?",""
"Points","4",""
"Difficulty","1",""
"Option","100","0.24"
"Option","0","-6.51"
"Option","0","4.56"
"Option","0","-0.49"
"Option","0","11.8"
"Hint","You need to calculate the Z test statistic. Don't take the absolute value. Pick the closest answer.",""
"Feedback","Did you use (phat1 - phat2)/SE?",""
"NewQuestion","MC",""
"ID","2PropTestMC5-5",""
"Title","2PropTestMC5-5",""
"QuestionText","You want to see whether you or your friend is the better cook, so you ask your mutual friends to repeatedly sample both of your meals and decide whether they are 'great' or 'not great'. You cook 67 great meals. Your friend cooks 60 great meals. You cooked a total of 108 meals, and your friend cooked a total of 136 meals. What is the Z test statistic for a hypothesis test on the difference between proportions of great meals (yours - your friend's)?",""
"Points","4",""
"Difficulty","1",""
"Option","100","2.84"
"Option","0","7.81"
"Option","0","7.99"
"Option","0","3.52"
"Option","0","-3.89"
"Hint","You need to calculate the Z test statistic. Don't take the absolute value. Pick the closest answer.",""
"Feedback","Did you use (phat1 - phat2)/SE?",""
"NewQuestion","MC",""
"ID","2PropTestMC5-6",""
"Title","2PropTestMC5-6",""
"QuestionText","You want to see whether you or your friend is the better cook, so you ask your mutual friends to repeatedly sample both of your meals and decide whether they are 'great' or 'not great'. You cook 62 great meals. Your friend cooks 52 great meals. You cooked a total of 112 meals, and your friend cooked a total of 81 meals. What is the Z test statistic for a hypothesis test on the difference between proportions of great meals (yours - your friend's)?",""
"Points","4",""
"Difficulty","1",""
"Option","0","9.04"
"Option","0","1.59"
"Option","0","1.67"
"Option","100","-1.24"
"Option","0","-1.42"
"Hint","You need to calculate the Z test statistic. Don't take the absolute value. Pick the closest answer.",""
"Feedback","Did you use (phat1 - phat2)/SE?",""
"NewQuestion","MC",""
"ID","2PropTestMC5-7",""
"Title","2PropTestMC5-7",""
